Wavelength,Melanopic lux,Wavelength,CIE Scotopic 1951,Wavelength,CIE Photopic 1924,Wavelength,Photosynthesis,Wavelength,Cleve Moth Attraction,Wavelength,Bee Attraction,Wavelength,Green Turtle 92,Wavelength,Juvenile Salmon,Wavelength,Chelonia,Wavelength,Shearwater,Wavelength,Starry Light,Wavelength,Skyglow Rayleigh City Center,Wavelength,Skyglow Mie Remote,Wavelength,Loggerhead Hatchling Attraction,Wavelength,van Grunsven Insect Phototaxis
,,,,782,1.30516E-05,,,672,0.171966451,672,0,,,772,0.095627234,,,772,0,,,,,,,,,702,0.000287873
,,,,783,1.21782E-05,,,673,0.169530331,673,0,,,773,0.095751103,,,773,0,,,,,,,,,703,0.000262275
,,,,784,1.13625E-05,,,674,0.167086212,674,0,,,774,0.095874973,,,774,0,,,,,,,,,704,0.000238796
,,,,785,0.0000106,,,675,0.164634092,675,0,,,775,0.095998842,,,775,0,,,,,,,,,705,0.000217274
,,,,786,9.88588E-06,,,676,0.162734493,676,0,,,776,0.096122712,,,776,0,,,,,,,,,706,0.00019756
,,,,787,9.2173E-06,,,677,0.160828824,677,0,,,777,0.096246581,,,777,0,,,,,,,,,707,0.000179515
,,,,788,8.59236E-06,,,678,0.158916541,678,0,,,778,0.096370451,,,778,0,,,,,,,,,708,0.00016301
,,,,789,8.00913E-06,,,679,0.156997917,679,0,,,779,0.09649432,,,779,0,,,,,,,,,709,0.000147923
,,,,790,7.4657E-06,,,680,0.155073225,680,0,,,780,0.09661819,,,780,0,,,,,,,,,710,0.000134143
,,,,791,6.95957E-06,,,681,0.153274877,681,0,,,781,0.096742059,,,781,0,,,,,,,,,711,0.000121565
,,,,792,0.000006488,,,682,0.151470578,682,0,,,782,0.096865929,,,782,0,,,,,,,,,712,0.000110092
,,,,793,6.0487E-06,,,683,0.149660327,683,0,,,783,0.096989798,,,783,0,,,,,,,,,713,9.96352E-05
,,,,794,5.6394E-06,,,684,0.147844126,684,0,,,784,0.097113668,,,784,0,,,,,,,,,714,0.000090111
,,,,795,5.2578E-06,,,685,0.146021973,685,0,,,785,0.097237537,,,785,0,,,,,,,,,715,8.14423E-05
,,,,796,4.90177E-06,,,686,0.144227215,686,0,,,786,0.097361407,,,786,0,,,,,,,,,716,7.35579E-05
,,,,797,4.56972E-06,,,687,0.142426879,687,0,,,787,0.097485276,,,787,0,,,,,,,,,717,6.63918E-05
,,,,798,4.26019E-06,,,688,0.140620413,688,0,,,788,0.097609146,,,788,0,,,,,,,,,718,5.98834E-05
,,,,799,3.97174E-06,,,689,0.13880837,689,0,,,789,0.097733015,,,789,0,,,,,,,,,719,5.39765E-05
,,,,800,3.7029E-06,,,690,0.136990197,690,0,,,790,0.097856885,,,790,0,,,,,,,,,720,4.86192E-05
,,,,801,3.45216E-06,,,691,0.135267492,691,0,,,791,0.097980754,,,791,0,,,,,,,,,721,4.37639E-05
,,,,802,3.2183E-06,,,692,0.133539227,692,0,,,792,0.098104623,,,792,0,,,,,,,,,722,3.93667E-05
,,,,803,3.0003E-06,,,693,0.131805122,693,0,,,793,0.098228493,,,793,0,,,,,,,,,723,3.53872E-05
,,,,804,2.79714E-06,,,694,0.130065735,694,0,,,794,0.098352362,,,794,0,,,,,,,,,724,3.17883E-05
,,,,805,2.6078E-06,,,695,0.128320786,695,0,,,795,0.098476232,,,795,0,,,,,,,,,725,0.000028536
,,,,806,2.43122E-06,,,696,0.126569998,696,0,,,796,0.098600101,,,796,0,,,,,,,,,726,2.55989E-05
,,,,807,2.26653E-06,,,697,0.124813928,697,0,,,797,0.098723971,,,797,0,,,,,,,,,727,2.29484E-05
,,,,808,2.11301E-06,,,698,0.123052297,698,0,,,798,0.09884784,,,798,0,,,,,,,,,728,2.05582E-05
,,,,809,1.96994E-06,,,699,0.121285105,699,0,,,799,0.09897171,,,799,0,,,,,,,,,729,1.84044E-05
,,,,810,1.8366E-06,,,700,0.119512071,700,0,,,800,0.099095579,,,800,0,,,,,,,,,730,1.64649E-05
,,,,811,1.71223E-06,,,701,0.117425955,701,0,,,,,,,,,,,,,,,,,731,1.47197E-05
,,,,812,1.59623E-06,,,702,0.115333399,702,0,,,,,,,,,,,,,,,,,732,1.31504E-05
,,,,813,1.48809E-06,,,703,0.113234404,703,0,,,,,,,,,,,,,,,,,733,1.17404E-05
,,,,814,1.38731E-06,,,704,0.11112897,704,0,,,,,,,,,,,,,,,,,734,1.04743E-05
,,,,815,1.2934E-06,,,705,0.109017098,705,0,,,,,,,,,,,,,,,,,735,9.33826E-06
,,,,816,1.20582E-06,,,706,0.106933105,706,0,,,,,,,,,,,,,,,,,736,8.31971E-06
,,,,817,1.12414E-06,,,707,0.104843054,707,0,,,,,,,,,,,,,,,,,737,7.40713E-06
,,,,818,1.04801E-06,,,708,0.102746377,708,0,,,,,,,,,,,,,,,,,738,6.59009E-06
,,,,819,9.77E-07,,,709,0.100643359,709,0,,,,,,,,,,,,,,,,,739,5.8591E-06
,,,,820,9.11E-07,,,710,0.098534,710,0,,,,,,,,,,,,,,,,,740,5.20559E-06
,,,,821,8.49E-07,,,711,0.096522553,711,0,,,,,,,,,,,,,,,,,741,4.62175E-06
,,,,822,7.92E-07,,,712,0.094505058,712,0,,,,,,,,,,,,,,,,,742,4.10055E-06
,,,,823,7.38E-07,,,713,0.092481229,713,0,,,,,,,,,,,,,,,,,743,3.63558E-06
,,,,824,6.88E-07,,,714,0.090451637,714,0,,,,,,,,,,,,,,,,,744,3.2211E-06
,,,,825,6.42E-07,,,715,0.088415709,715,0,,,,,,,,,,,,,,,,,745,2.85188E-06
,,,,826,5.98E-07,,,716,0.086548616,716,0,,,,,,,,,,,,,,,,,746,2.52322E-06
,,,,827,5.58E-07,,,717,0.084675963,717,0,,,,,,,,,,,,,,,,,747,2.23088E-06
,,,,828,5.20E-07,,,718,0.082797749,718,0,,,,,,,,,,,,,,,,,748,1.97103E-06
,,,,829,4.85E-07,,,719,0.080913686,719,0,,,,,,,,,,,,,,,,,749,1.74023E-06
,,,,830,4.52E-07,,,720,0.07902435,720,0,,,,,,,,,,,,,,,,,750,1.53537E-06
,,,,,,,,721,0.077375654,721,0,,,,,,,,,,,,,,,,,751,1.35369E-06
,,,,,,,,722,0.07572208,722,0,,,,,,,,,,,,,,,,,752,1.19266E-06
,,,,,,,,723,0.074063338,723,0,,,,,,,,,,,,,,,,,753,1.05005E-06
,,,,,,,,724,0.072400008,724,0,,,,,,,,,,,,,,,,,754,9.24E-07
,,,,,,,,725,0.070731801,725,0,,,,,,,,,,,,,,,,,755,8.12E-07
,,,,,,,,726,0.070014765,726,0,,,,,,,,,,,,,,,,,756,7.14E-07
,,,,,,,,727,0.069295486,727,0,,,,,,,,,,,,,,,,,757,6.27E-07
,,,,,,,,728,0.068573962,728,0,,,,,,,,,,,,,,,,,758,5.50E-07
,,,,,,,,729,0.067850194,729,0,,,,,,,,,,,,,,,,,759,4.82E-07
,,,,,,,,730,0.067124476,730,0,,,,,,,,,,,,,,,,,760,4.22E-07
,,,,,,,,731,0.066538942,731,0,,,,,,,,,,,,,,,,,761,3.70E-07
,,,,,,,,732,0.065951554,732,0,,,,,,,,,,,,,,,,,762,3.23E-07
,,,,,,,,733,0.065362018,733,0,,,,,,,,,,,,,,,,,763,2.83E-07
,,,,,,,,734,0.064770923,734,0,,,,,,,,,,,,,,,,,764,2.47E-07
,,,,,,,,735,0.064177974,735,0,,,,,,,,,,,,,,,,,765,2.16E-07
,,,,,,,,736,0.063690797,736,0,,,,,,,,,,,,,,,,,766,1.88E-07
,,,,,,,,737,0.063202354,737,0,,,,,,,,,,,,,,,,,767,1.64E-07
,,,,,,,,738,0.062712055,738,0,,,,,,,,,,,,,,,,,768,1.43E-07
,,,,,,,,739,0.062220195,739,0,,,,,,,,,,,,,,,,,769,1.24E-07
,,,,,,,,740,0.061726774,740,0,,,,,,,,,,,,,,,,,770,1.08E-07
,,,,,,,,741,0,741,0,,,,,,,,,,,,,,,,,771,9.40E-08
,,,,,,,,742,0,742,0,,,,,,,,,,,,,,,,,772,8.17E-08
,,,,,,,,743,0,743,0,,,,,,,,,,,,,,,,,773,7.09E-08
,,,,,,,,744,0,744,0,,,,,,,,,,,,,,,,,774,6.15E-08
,,,,,,,,745,0,745,0,,,,,,,,,,,,,,,,,775,5.33E-08
,,,,,,,,746,0,746,0,,,,,,,,,,,,,,,,,776,4.62E-08
,,,,,,,,747,0,747,0,,,,,,,,,,,,,,,,,777,4.00E-08
,,,,,,,,748,0,748,0,,,,,,,,,,,,,,,,,778,3.46E-08
,,,,,,,,749,0,749,0,,,,,,,,,,,,,,,,,779,2.99E-08
,,,,,,,,750,0,750,0,,,,,,,,,,,,,,,,,780,2.58E-08
,,,,,,,,751,0,751,0,,,,,,,,,,,,,,,,,,
,,,,,,,,752,0,752,0,,,,,,,,,,,,,,,,,,
,,,,,,,,753,0,753,0,,,,,,,,,,,,,,,,,,
,,,,,,,,754,0,754,0,,,,,,,,,,,,,,,,,,
,,,,,,,,755,0,755,0,,,,,,,,,,,,,,,,,,
,,,,,,,,756,0,756,0,,,,,,,,,,,,,,,,,,
,,,,,,,,757,0,757,0,,,,,,,,,,,,,,,,,,
,,,,,,,,758,0,758,0,,,,,,,,,,,,,,,,,,
,,,,,,,,759,0,759,0,,,,,,,,,,,,,,,,,,
,,,,,,,,760,0,760,0,,,,,,,,,,,,,,,,,,
,,,,,,,,761,0,761,0,,,,,,,,,,,,,,,,,,
,,,,,,,,762,0,762,0,,,,,,,,,,,,,,,,,,
,,,,,,,,763,0,763,0,,,,,,,,,,,,,,,,,,
,,,,,,,,764,0,764,0,,,,,,,,,,,,,,,,,,
,,,,,,,,765,0,765,0,,,,,,,,,,,,,,,,,,
,,,,,,,,766,0,766,0,,,,,,,,,,,,,,,,,,
,,,,,,,,767,0,767,0,,,,,,,,,,,,,,,,,,
,,,,,,,,768,0,768,0,,,,,,,,,,,,,,,,,,
,,,,,,,,769,0,769,0,,,,,,,,,,,,,,,,,,
,,,,,,,,770,0,770,0,,,,,,,,,,,,,,,,,,
,,,,,,,,771,0,771,0,,,,,,,,,,,,,,,,,,
,,,,,,,,772,0,772,0,,,,,,,,,,,,,,,,,,
,,,,,,,,773,0,773,0,,,,,,,,,,,,,,,,,,
,,,,,,,,774,0,774,0,,,,,,,,,,,,,,,,,,
,,,,,,,,775,0,775,0,,,,,,,,,,,,,,,,,,
,,,,,,,,776,0,776,0,,,,,,,,,,,,,,,,,,
,,,,,,,,777,0,777,0,,,,,,,,,,,,,,,,,,
,,,,,,,,778,0,778,0,,,,,,,,,,,,,,,,,,
,,,,,,,,779,0,779,0,,,,,,,,,,,,,,,,,,
,,,,,,,,780,0,780,0,,,,,,,,,,,,,,,,,,
