Wavelength,D65,Los Angeles LED,LEDway Streetlight CW 54W,150 W HPS,OCTRON 32 W,Iwasaki 60W,Ceramic Metal Halide 70 W,74 WW CW7,3000K LED,74 WW CW10,LPS 18 W,Metal Halide 70W,Anna,AEL 75W,PC Amber Cree,Cosmopolis 60W,LLT Telescope Light,Yard Blaster,SORAA Vivid,Kerosene Oil,TL950,Feit Red LED,CFL Greenlite 13 W,A,Full moon,LSG Good Night 2016,Philips AmbientLED
674,0.00001118,4.57E-06,0.000003257,0.000004395,0.000001408,0.00001423,0.0000076,6.84E-06,6.83E-06,7.86E-06,5.19E-08,7.60E-06,1.47E-05,1.20E-05,1.17E-05,0.000003959,1.44E-05,3.58E-06,0.00001012,0.00004601,6.54E-06,0.000002699,0.000001249,0.00002463,1.69E-05,0.00001015,0.00001103
675,1.11E-05,4.47E-06,3.18E-06,4.25E-06,0.000001398,0.00001427,0.000007488,6.66E-06,6.68E-06,7.67E-06,4.72E-08,7.49E-06,1.43E-05,1.17E-05,1.16E-05,0.000003755,1.41E-05,3.14E-06,9.95E-06,0.00004623,0.00000637,0.000002211,0.000001195,0.00002471,1.70E-05,0.000009908,0.00001082
676,0.00001108,4.41E-06,0.000003107,0.000004076,0.000001439,0.00001436,0.000007359,6.50E-06,6.43E-06,7.50E-06,4.36E-08,7.36E-06,1.40E-05,1.14E-05,1.13E-05,0.000003644,1.38E-05,0.000002529,0.000009801,0.00004666,0.000006229,0.000001713,0.000001175,2.48E-05,1.70E-05,0.000009668,0.00001065
677,0.00001103,4.34E-06,3.03E-06,0.000003884,1.52E-06,1.44E-05,0.000007066,6.35E-06,6.35E-06,7.34E-06,5.33E-08,7.06E-06,1.37E-05,1.12E-05,1.11E-05,0.000003538,1.36E-05,0.000002266,0.000009661,4.72E-05,0.000006095,0.000001286,0.000001197,0.00002489,1.71E-05,0.000009441,0.00001047
678,0.00001098,4.26E-06,2.96E-06,0.000003683,0.000001609,0.00001452,0.000006685,6.19E-06,6.34E-06,7.17E-06,5.21E-08,6.68E-06,1.33E-05,1.09E-05,1.07E-05,0.00000339,1.33E-05,0.00000222,0.000009496,0.00004731,0.000005943,9.87E-07,0.000001273,0.00002499,1.71E-05,0.000009231,0.00001027
679,1.09E-05,4.16E-06,0.00000289,0.000003477,0.000001659,1.46E-05,6.32E-06,6.03E-06,5.99E-06,7.01E-06,3.87E-08,6.32E-06,1.30E-05,1.07E-05,1.05E-05,0.000003207,1.31E-05,0.000002337,0.00000933,4.79E-05,0.000005793,8.41E-07,0.000001383,2.51E-05,1.71E-05,0.000009041,0.00001006
680,0.00001085,4.07E-06,0.000002821,0.000003275,1.64E-06,1.47E-05,0.000006076,5.88E-06,6.05E-06,6.84E-06,5.19E-08,6.08E-06,1.27E-05,1.04E-05,1.02E-05,3.08E-06,1.29E-05,0.000002693,0.000009187,4.85E-05,0.000005664,8.43E-07,0.000001472,0.00002516,1.70E-05,0.00000887,0.000009888
681,1.08E-05,3.98E-06,0.000002753,0.000003082,0.000001586,0.00001476,0.000006197,5.73E-06,5.89E-06,6.68E-06,5.79E-08,6.20E-06,1.25E-05,1.02E-05,1.00E-05,2.92E-06,1.27E-05,0.000003337,0.000009041,0.00004879,5.53E-06,8.87E-07,1.48E-06,0.00002524,1.70E-05,0.000008702,0.000009709
682,0.00001066,3.85E-06,0.000002687,0.000002902,1.49E-06,0.00001484,0.000006681,5.59E-06,5.93E-06,6.51E-06,5.29E-08,6.68E-06,1.22E-05,9.91E-06,9.77E-06,0.000002737,1.24E-05,0.000003931,0.000008866,0.00004894,5.38E-06,8.83E-07,0.000001431,2.53E-05,1.68E-05,0.000008523,0.0000095
683,1.05E-05,3.72E-06,2.62E-06,0.000002738,0.000001316,0.00001492,0.000007351,5.45E-06,5.70E-06,6.34E-06,4.86E-08,7.35E-06,1.19E-05,9.67E-06,9.60E-06,0.000002585,1.22E-05,3.87E-06,0.000008688,0.0000495,0.000005226,8.36E-07,0.000001396,0.00002543,1.65E-05,0.000008332,0.00000929
684,0.00001039,3.57E-06,0.00000256,0.000002592,0.000001192,0.00001501,0.000007351,5.31E-06,5.61E-06,6.17E-06,5.02E-08,7.35E-06,1.16E-05,9.44E-06,9.31E-06,0.0000025,1.19E-05,0.000003131,0.000008531,0.00005018,0.000005097,7.56E-07,0.000001516,0.00002553,1.61E-05,0.000008135,0.000009109
685,0.00001025,3.41E-06,0.000002499,0.000002464,0.000001328,0.0000151,0.000006726,5.17E-06,5.46E-06,6.01E-06,5.31E-08,6.73E-06,1.13E-05,9.22E-06,8.98E-06,0.000002409,1.17E-05,0.000002245,0.000008373,0.00005058,4.97E-06,6.60E-07,0.000002005,0.00002561,1.57E-05,0.000007936,0.000008929
686,0.00001011,3.25E-06,0.000002441,0.000002351,0.000001852,0.00001519,0.000005838,5.03E-06,5.30E-06,5.86E-06,5.21E-08,5.84E-06,1.10E-05,9.00E-06,8.69E-06,0.000002238,1.15E-05,0.000001826,0.00000819,0.00005092,0.000004837,5.62E-07,0.000002955,0.00002569,1.51E-05,0.000007742,0.000008725
687,0.000009957,3.12E-06,0.000002388,2.25E-06,0.000002376,0.00001528,0.000005157,4.90E-06,5.37E-06,5.71E-06,6.58E-08,5.16E-06,1.07E-05,8.78E-06,8.50E-06,0.000002131,1.12E-05,0.000001823,8.01E-06,0.00005135,0.000004708,4.78E-07,0.000003854,0.00002578,1.47E-05,0.000007558,0.000008526
688,9.82E-06,3.08E-06,0.00000233,0.00000217,0.000002406,0.00001557,0.000004792,4.77E-06,5.13E-06,5.56E-06,7.31E-08,4.79E-06,1.03E-05,8.57E-06,8.32E-06,0.000002102,1.10E-05,1.93E-06,0.000007864,0.00005188,0.000004607,4.17E-07,0.000003939,2.59E-05,1.43E-05,7.39E-06,0.000008362
689,0.00000972,3.11E-06,0.000002265,0.000002104,0.000001815,0.00001619,0.000004696,4.64E-06,4.90E-06,5.41E-06,6.40E-08,4.69E-06,1.00E-05,8.36E-06,8.12E-06,0.000002118,1.07E-05,0.000001927,0.000007724,0.00005243,0.000004513,3.83E-07,0.000002992,0.00002597,1.41E-05,0.000007234,0.000008203
690,9.66E-06,3.17E-06,0.00000221,0.000002058,0.000001285,1.72E-05,0.000004567,4.51E-06,5.09E-06,5.26E-06,6.12E-08,4.57E-06,9.74E-06,8.15E-06,8.03E-06,0.000002074,1.05E-05,0.000001961,0.000007567,0.00005274,0.000004406,3.75E-07,0.000001964,0.00002604,1.41E-05,0.000007095,0.000008023
691,0.000009638,3.23E-06,0.000002156,0.00000202,0.00000111,0.00001758,0.00000444,4.39E-06,4.74E-06,5.13E-06,7.85E-08,4.44E-06,9.47E-06,7.95E-06,7.81E-06,0.000002046,1.03E-05,0.000001956,7.42E-06,0.00005303,0.000004299,3.75E-07,0.000001533,0.00002612,1.41E-05,0.000006959,0.00000785
692,0.000009648,3.24E-06,0.000002101,0.000001986,1.33E-06,0.00001709,0.000004354,4.27E-06,4.79E-06,5.00E-06,1.11E-07,4.35E-06,9.23E-06,7.75E-06,7.65E-06,0.000002058,9.99E-06,0.000001876,0.000007288,0.00005349,0.000004208,3.64E-07,0.000001853,0.00002621,1.43E-05,6.81E-06,0.000007705
693,0.000009686,3.17E-06,0.00000205,0.000001964,0.000001753,0.00001632,0.000004359,4.16E-06,4.69E-06,4.86E-06,1.31E-07,4.36E-06,9.00E-06,7.56E-06,7.40E-06,2.08E-06,9.73E-06,0.000001708,7.16E-06,0.00005413,0.000004111,3.46E-07,0.000002581,0.00002631,1.44E-05,0.000006656,0.00000756
694,0.000009738,3.01E-06,0.000001999,1.94E-06,0.000001682,0.00001594,0.00000451,4.04E-06,4.60E-06,4.73E-06,1.43E-07,4.51E-06,8.78E-06,7.39E-06,7.38E-06,0.000002018,9.48E-06,0.000001642,0.000007008,5.46E-05,0.000003993,3.21E-07,0.000002574,0.0000264,1.46E-05,0.000006495,0.000007392
695,9.79E-06,2.82E-06,0.000001948,0.000001895,0.000001197,0.00001595,0.000004728,3.92E-06,4.49E-06,4.59E-06,1.72E-07,4.73E-06,8.58E-06,7.18E-06,7.03E-06,0.000001885,9.29E-06,0.000001641,0.000006856,0.00005507,3.87E-06,2.93E-07,0.000001857,0.00002648,1.47E-05,0.000006333,0.000007227
696,0.000009832,2.66E-06,0.000001897,0.000001849,7.33E-07,0.00001602,0.00000488,3.83E-06,4.47E-06,4.47E-06,2.38E-07,4.88E-06,8.37E-06,7.02E-06,6.90E-06,0.000001781,9.11E-06,0.000001581,0.00000673,0.00005566,0.000003768,2.65E-07,0.000001037,2.66E-05,1.48E-05,0.000006176,0.000007093
697,0.000009859,2.54E-06,0.000001853,0.000001818,5.26E-07,0.00001609,0.000005014,3.73E-06,4.49E-06,4.35E-06,2.23E-07,5.02E-06,8.17E-06,6.83E-06,6.52E-06,1.77E-06,8.91E-06,0.000001562,0.000006607,0.00005583,0.000003667,2.40E-07,6.60E-07,0.00002664,1.49E-05,6.03E-06,6.97E-06
698,0.000009878,2.47E-06,0.00000181,0.000001798,4.93E-07,0.00001617,0.000005151,3.63E-06,4.35E-06,4.22E-06,1.53E-07,5.15E-06,7.96E-06,6.66E-06,6.40E-06,0.000001816,8.71E-06,0.000001611,0.000006463,0.00005612,0.000003556,2.20E-07,6.04E-07,0.00002674,1.49E-05,0.00000589,0.000006815
699,0.000009898,2.42E-06,0.000001762,0.000001783,5.02E-07,0.00001624,5.23E-06,3.53E-06,4.47E-06,4.10E-06,8.20E-08,5.23E-06,7.75E-06,0.0000065,6.33E-06,0.00000185,8.54E-06,0.000001707,0.000006317,0.00005667,0.00000345,2.06E-07,6.37E-07,0.00002683,1.49E-05,0.000005768,0.000006664
700,0.000009922,2.41E-06,0.000001717,0.000001767,5.36E-07,0.00001632,0.00000482,3.43E-06,4.09E-06,3.97E-06,6.73E-08,4.82E-06,7.53E-06,6.34E-06,6.09E-06,0.000001834,8.39E-06,0.000001697,0.000006187,5.72E-05,3.36E-06,1.97E-07,7.20E-07,0.0000269,1.49E-05,0.000005659,0.000006532
701,0.000009947,2.41E-06,0.000001675,0.000001751,6.10E-07,0.0000164,0.000004344,3.34E-06,4.17E-06,3.88E-06,9.97E-08,4.34E-06,7.31E-06,6.19E-06,6.01E-06,1.79E-06,8.24E-06,0.000001596,0.000006053,0.00005753,0.000003275,1.90E-07,8.73E-07,0.00002698,1.50E-05,0.000005552,0.000006395
702,9.97E-06,2.39E-06,1.64E-06,1.74E-06,7.70E-07,1.65E-05,0.000004093,3.24E-06,4.08E-06,3.78E-06,1.57E-07,4.09E-06,7.08E-06,6.01E-06,5.78E-06,0.00000174,8.05E-06,0.000001438,0.000005896,0.0000579,3.18E-06,1.82E-07,0.000001177,0.00002707,1.50E-05,0.000005439,0.000006231
703,0.00001,2.37E-06,0.000001589,1.72E-06,1.08E-06,0.00001656,0.000004171,3.14E-06,4.02E-06,3.68E-06,2.02E-07,4.17E-06,6.85E-06,5.88E-06,5.71E-06,0.000001667,7.85E-06,0.000001275,5.74E-06,0.00005842,3.10E-06,1.72E-07,0.000001743,0.00002716,1.51E-05,0.00000532,0.000006068
704,0.00001005,2.33E-06,1.55E-06,0.000001709,0.000001799,0.00001665,0.000004216,3.05E-06,3.97E-06,3.58E-06,1.84E-07,4.21E-06,6.62E-06,5.75E-06,5.53E-06,0.000001662,7.65E-06,0.000001182,0.00000561,0.00005891,0.000003036,1.61E-07,0.000003054,2.73E-05,1.52E-05,5.20E-06,0.000005929
705,0.00001011,2.26E-06,0.000001507,0.000001696,0.000003126,0.00001675,0.000004075,2.95E-06,3.79E-06,3.48E-06,1.51E-07,4.08E-06,6.40E-06,5.59E-06,5.31E-06,0.000001717,7.49E-06,0.000001169,0.000005486,0.00005935,0.000002983,1.49E-07,0.000005393,0.00002732,1.53E-05,0.000005076,0.000005796
706,1.02E-05,2.15E-06,0.000001472,0.000001685,5.16E-06,0.00001692,3.72E-06,2.88E-06,3.95E-06,3.39E-06,2.20E-07,3.72E-06,6.18E-06,5.45E-06,5.15E-06,0.000001719,7.33E-06,0.000001204,0.000005351,5.98E-05,0.000002923,1.39E-07,0.00000887,0.0000274,1.55E-05,4.96E-06,0.000005649
707,0.00001027,2.03E-06,0.000001434,0.000001673,0.0000067,0.00001728,0.000003413,2.82E-06,3.78E-06,3.30E-06,2.23E-07,3.41E-06,5.98E-06,5.32E-06,5.10E-06,0.000001643,7.14E-06,0.00000127,0.000005222,0.00006045,0.000002863,1.30E-07,0.00001163,0.00002749,1.56E-05,0.000004849,0.000005509
708,0.00001032,1.91E-06,0.000001395,0.000001662,0.000007262,0.00001763,3.23E-06,2.75E-06,3.74E-06,3.20E-06,1.56E-07,3.23E-06,5.79E-06,5.17E-06,4.87E-06,0.00000153,6.94E-06,0.000001314,0.000005116,0.00006091,0.00000281,1.22E-07,0.00001276,0.00002758,1.58E-05,0.000004749,5.39E-06
709,0.00001034,1.81E-06,0.00000136,0.000001652,0.000006713,0.00001771,0.00000314,2.68E-06,3.77E-06,3.11E-06,6.79E-08,3.14E-06,5.62E-06,5.05E-06,4.74E-06,0.000001463,6.75E-06,0.000001284,0.000005012,0.00006138,0.000002749,1.16E-07,0.00001192,0.00002766,1.59E-05,0.000004661,0.000005284
710,0.0000103,1.71E-06,0.000001325,0.00000164,5.40E-06,0.00001753,0.000003106,2.61E-06,3.79E-06,3.02E-06,5.25E-08,3.10E-06,5.47E-06,4.93E-06,4.55E-06,0.000001488,6.59E-06,0.000001188,0.000004892,0.00006191,0.00000267,1.12E-07,0.000009758,0.00002774,1.59E-05,0.000004583,5.16E-06
711,1.02E-05,1.63E-06,0.00000129,0.000001629,0.00000486,0.00001734,0.000003111,2.54E-06,3.58E-06,2.95E-06,6.09E-08,3.11E-06,5.33E-06,4.79E-06,4.46E-06,0.000001541,6.43E-06,0.000001124,0.000004775,0.00006235,0.000002589,1.08E-07,0.000008817,0.00002781,1.59E-05,0.00000451,0.000005037
712,0.00001008,1.58E-06,1.26E-06,0.000001618,0.00000543,0.00001732,0.000003123,2.47E-06,3.53E-06,2.87E-06,5.55E-08,3.12E-06,5.20E-06,4.69E-06,4.45E-06,0.000001616,6.25E-06,0.000001148,0.000004678,0.00006275,0.000002519,1.04E-07,0.000009682,0.0000279,1.57E-05,0.000004435,0.000004937
713,0.000009889,1.55E-06,0.000001223,0.000001608,0.000004182,0.00001739,0.000003041,2.40E-06,3.45E-06,2.80E-06,6.73E-08,3.04E-06,5.06E-06,4.55E-06,4.32E-06,0.00000213,6.05E-06,0.000001205,0.000004582,0.00006321,0.000002454,9.92E-08,0.000007535,2.80E-05,1.53E-05,0.000004359,0.000004839
714,0.000009664,1.52E-06,0.000001192,0.000001599,0.000002343,0.00001747,0.000002949,2.33E-06,3.43E-06,2.73E-06,7.52E-08,2.95E-06,4.93E-06,4.46E-06,4.17E-06,0.000002863,5.86E-06,0.000001231,0.000004471,0.00006377,0.000002383,9.48E-08,0.000004268,0.00002807,1.48E-05,0.000004281,4.72E-06
715,9.42E-06,1.51E-06,0.000001162,0.000001588,8.31E-07,0.00001755,0.000002888,2.26E-06,3.47E-06,2.65E-06,7.07E-08,2.89E-06,4.80E-06,4.33E-06,4.07E-06,0.000003352,5.69E-06,0.000001248,4.36E-06,0.00006421,0.000002318,9.07E-08,0.000001461,2.82E-05,1.42E-05,0.000004201,0.000004607
716,0.000009167,1.50E-06,0.000001132,0.000001577,4.60E-07,0.00001763,0.00000286,2.20E-06,3.40E-06,2.59E-06,5.71E-08,2.86E-06,4.68E-06,4.23E-06,4.04E-06,0.000002476,5.52E-06,0.000001383,0.00000427,0.00006467,0.000002266,8.73E-08,7.33E-07,2.82E-05,1.36E-05,0.000004121,0.000004509
717,0.00000893,1.48E-06,0.000001102,1.57E-06,3.88E-07,0.00001772,0.000002824,2.14E-06,3.36E-06,2.53E-06,5.57E-08,2.83E-06,4.57E-06,4.12E-06,3.86E-06,1.69E-06,5.32E-06,1.40E-06,0.000004181,0.00006515,0.000002219,8.50E-08,5.80E-07,0.0000283,1.29E-05,0.00000404,0.00000441
718,0.000008732,1.45E-06,0.000001074,1.56E-06,3.63E-07,0.0000178,0.000002794,2.09E-06,3.35E-06,2.46E-06,5.83E-08,2.80E-06,4.46E-06,4.02E-06,3.74E-06,0.000001569,5.13E-06,1.29E-06,0.000004077,0.00006561,0.000002166,8.39E-08,5.37E-07,0.00002839,1.23E-05,3.96E-06,4.30E-06
719,0.000008598,1.42E-06,0.000001046,1.55E-06,3.38E-07,0.00001787,0.000002805,2.03E-06,3.28E-06,2.40E-06,4.55E-08,2.80E-06,4.34E-06,3.90E-06,3.63E-06,2.00E-06,4.95E-06,0.000001133,0.000003972,0.00006611,0.000002114,8.41E-08,4.96E-07,0.00002847,1.18E-05,0.000003881,0.000004181
720,0.000008536,1.41E-06,0.000001018,0.000001539,3.22E-07,0.00001796,0.000002856,1.97E-06,3.41E-06,2.34E-06,4.19E-08,2.86E-06,4.23E-06,3.82E-06,3.56E-06,0.000002376,4.79E-06,0.000001124,0.000003881,0.00006662,0.000002067,8.55E-08,4.68E-07,0.00002855,1.14E-05,0.000003804,0.000004084
721,0.000008546,1.42E-06,9.89E-07,0.000001533,3.09E-07,0.00001804,0.000002923,1.92E-06,3.26E-06,2.27E-06,3.85E-08,2.92E-06,4.11E-06,3.71E-06,3.48E-06,0.00000235,4.65E-06,0.000001155,0.000003788,0.00006713,2.02E-06,8.75E-08,4.44E-07,0.00002862,1.13E-05,0.000003725,0.000003988
722,0.000008627,1.43E-06,9.58E-07,1.53E-06,2.93E-07,0.00001812,0.000002969,1.87E-06,3.23E-06,2.20E-06,3.00E-08,2.97E-06,3.98E-06,0.000003625,3.29E-06,0.000001803,4.51E-06,0.00000111,0.00000368,0.00006774,0.000001954,8.97E-08,4.21E-07,0.0000287,1.12E-05,0.000003644,0.00000388
723,8.77E-06,1.43E-06,9.33E-07,0.000001519,2.77E-07,0.00001821,0.000002935,1.82E-06,3.15E-06,2.13E-06,5.00E-08,2.94E-06,3.86E-06,3.53E-06,3.30E-06,0.000001514,4.37E-06,0.000001046,0.000003573,0.00006822,0.000001899,9.20E-08,3.97E-07,0.00002879,1.13E-05,0.000003563,0.000003777
724,0.000008937,1.41E-06,9.09E-07,1.51E-06,2.67E-07,0.00001829,0.000002877,1.76E-06,3.14E-06,2.07E-06,7.57E-08,2.88E-06,3.74E-06,3.43E-06,3.17E-06,1.55E-06,4.26E-06,0.000001043,0.000003485,0.0000687,0.000001859,9.43E-08,3.82E-07,0.00002887,1.14E-05,0.000003486,3.69E-06
725,0.000009109,1.37E-06,8.83E-07,1.50E-06,2.65E-07,0.00001837,0.000002823,1.71E-06,3.09E-06,2.00E-06,8.94E-08,2.82E-06,3.61E-06,3.35E-06,3.14E-06,0.000001752,4.19E-06,0.000001106,3.40E-06,0.00006927,0.00000183,9.65E-08,3.77E-07,2.89E-05,1.14E-05,0.000003416,0.000003613
726,0.000009262,1.30E-06,8.61E-07,0.000001494,2.61E-07,0.00001846,0.000002748,1.67E-06,3.14E-06,1.95E-06,7.78E-08,2.75E-06,3.53E-06,3.25E-06,3.06E-06,0.000001716,4.14E-06,0.000001123,0.000003311,0.0000695,0.000001804,9.87E-08,3.74E-07,0.00002901,1.13E-05,0.000003353,0.000003524
727,0.000009393,1.23E-06,8.40E-07,0.000001488,2.58E-07,0.00001854,0.000002674,1.62E-06,2.99E-06,1.91E-06,7.31E-08,2.67E-06,3.45E-06,3.17E-06,2.95E-06,1.61E-06,4.09E-06,0.000001105,0.000003224,0.00007001,0.000001782,1.01E-07,3.71E-07,0.00002909,1.13E-05,0.0000033,0.000003437
728,0.000009504,1.16E-06,8.16E-07,0.000001483,2.52E-07,1.86E-05,0.000002616,1.57E-06,2.99E-06,1.86E-06,6.79E-08,2.62E-06,3.37E-06,3.09E-06,2.95E-06,0.000001533,4.03E-06,0.00000107,0.000003152,0.00007071,0.000001766,1.03E-07,3.65E-07,0.00002918,1.13E-05,0.000003257,0.000003363
729,0.0000096,1.11E-06,7.95E-07,1.48E-06,2.40E-07,0.0000187,0.000002585,1.53E-06,2.96E-06,1.82E-06,3.53E-08,2.59E-06,3.29E-06,3.01E-06,2.81E-06,0.000001513,3.96E-06,0.00000105,0.000003082,0.00007113,0.000001745,1.05E-07,3.51E-07,0.00002926,1.15E-05,0.000003222,0.000003288
730,0.000009683,1.08E-06,7.75E-07,0.000001476,2.32E-07,0.00001879,0.000002534,1.48E-06,3.05E-06,1.77E-06,1.96E-08,2.53E-06,3.21E-06,2.94E-06,2.67E-06,0.000001515,3.89E-06,0.000001039,3.00E-06,0.00007168,0.000001714,1.07E-07,3.35E-07,0.00002933,1.18E-05,0.000003197,0.000003199
731,0.000009756,1.06E-06,7.55E-07,0.000001471,2.21E-07,0.00001887,0.000002476,1.44E-06,2.93E-06,1.72E-06,2.43E-08,2.48E-06,3.11E-06,2.85E-06,2.63E-06,1.61E-06,3.80E-06,1.04E-06,0.00000292,0.0000723,0.000001683,0,3.15E-07,0.0000294,1.21E-05,0,3.11E-06
732,9.82E-06,1.08E-06,7.33E-07,0.000001466,2.02E-07,1.90E-05,0.00000244,1.41E-06,2.94E-06,1.67E-06,3.81E-08,2.44E-06,3.02E-06,2.78E-06,2.60E-06,0.000001938,3.67E-06,0.000001052,0.000002855,0.00007289,0.000001659,0,2.92E-07,0.00002948,1.25E-05,0,0.000003042
733,0.000009886,1.12E-06,7.13E-07,0.000001464,1.88E-07,0.00001904,0.000002441,1.37E-06,2.79E-06,1.62E-06,2.71E-08,2.44E-06,2.93E-06,2.71E-06,2.54E-06,0.000001999,3.53E-06,0.000001027,0.000002793,0.00007338,0.000001638,0,2.67E-07,2.96E-05,1.29E-05,0,0.000002976
734,0.000009956,1.15E-06,6.93E-07,0.000001464,1.79E-07,0.00001912,0.000002453,1.33E-06,2.82E-06,1.57E-06,1.77E-08,2.45E-06,2.84E-06,2.63E-06,2.49E-06,0.000001809,3.40E-06,9.78E-07,0.000002722,7.38E-05,1.61E-06,0,2.42E-07,0.00002964,1.33E-05,0,0.000002901
735,1.00E-05,1.17E-06,6.74E-07,1.47E-06,1.74E-07,0.0000192,0.000002476,1.29E-06,2.91E-06,1.52E-06,3.24E-08,2.48E-06,2.75E-06,2.56E-06,2.35E-06,0.000001554,3.30E-06,9.28E-07,0.000002651,7.43E-05,0.000001587,0,2.22E-07,0.00002971,1.37E-05,0,2.83E-06
736,0.00001015,1.16E-06,6.57E-07,0.000001476,1.70E-07,0.00001929,0.000002574,1.26E-06,2.84E-06,1.47E-06,6.52E-08,2.57E-06,2.66E-06,2.50E-06,2.27E-06,0.000001498,3.21E-06,9.12E-07,0.00000259,0.00007507,0.000001563,0,2.17E-07,0.00002977,1.41E-05,0,0.00000276
737,0.00001027,1.11E-06,6.39E-07,0.000001484,1.84E-07,0.00001937,0.000002696,1.23E-06,2.89E-06,1.43E-06,2.34E-07,2.70E-06,2.58E-06,2.43E-06,2.28E-06,0.000001484,3.14E-06,9.49E-07,0.000002527,0.00007544,1.54E-06,0,2.26E-07,2.99E-05,1.44E-05,0,2.69E-06
738,0.00001036,1.03E-06,6.21E-07,0.000001486,2.04E-07,0.00001945,0.000002766,1.19E-06,2.68E-06,1.38E-06,4.33E-07,2.77E-06,2.49E-06,2.36E-06,2.22E-06,0.000001418,3.08E-06,0.000001006,0.000002454,0.0000759,0.000001504,0,2.39E-07,0.00002994,1.48E-05,0,0.000002606
739,0.00001041,9.28E-07,6.07E-07,0.000001483,1.94E-07,0.00001954,0.000002677,1.16E-06,2.76E-06,1.33E-06,3.69E-07,2.68E-06,2.41E-06,2.29E-06,2.15E-06,0.000001497,3.03E-06,1.00E-06,0.000002382,0.00007646,0.000001466,0,2.44E-07,0.00003001,1.50E-05,0,0.000002524
740,1.04E-05,8.31E-07,5.91E-07,0.000001477,2.03E-07,0.00001961,0.000002744,1.13E-06,2.78E-06,1.29E-06,1.84E-07,2.74E-06,2.33E-06,2.25E-06,2.03E-06,0.000001525,3.00E-06,9.61E-07,0.000002324,0.00007685,0.000001425,0,3.05E-07,3.01E-05,1.53E-05,0,0.000002457
741,0.00001033,7.46E-07,5.74E-07,0.00000147,2.59E-07,0.0000197,0.000002835,1.10E-06,2.79E-06,1.26E-06,2.76E-08,2.83E-06,2.28E-06,2.19E-06,1.99E-06,0.000001459,2.95E-06,9.38E-07,0.000002269,0.00007734,0.00000138,0,4.42E-07,3.02E-05,1.55E-05,0,0.000002396
742,1.02E-05,6.84E-07,5.59E-07,0.000001465,3.61E-07,0.00001978,0.000002716,1.07E-06,2.73E-06,1.24E-06,2.53E-08,2.72E-06,2.24E-06,2.13E-06,1.95E-06,1.41E-06,2.89E-06,9.72E-07,0.000002208,0.00007785,0.000001331,0,6.30E-07,0.00003022,1.57E-05,0,0.000002332
743,0.000009996,6.77E-07,5.44E-07,0.000001462,3.42E-07,0.00001986,2.54E-06,1.04E-06,2.84E-06,1.21E-06,3.16E-08,2.54E-06,2.20E-06,2.08E-06,1.92E-06,0.000001415,2.82E-06,9.88E-07,2.15E-06,0.00007834,0.000001287,0,6.16E-07,0.0000303,1.59E-05,0,0.000002273
744,0.00000979,7.48E-07,5.30E-07,0.000001464,2.60E-07,2.00E-05,0.000002414,1.01E-06,2.81E-06,1.19E-06,3.04E-08,2.41E-06,2.16E-06,2.02E-06,1.82E-06,0.00000142,2.75E-06,9.75E-07,0.0000021,0.00007899,0.000001257,0,4.70E-07,0.00003038,1.61E-05,0,0.000002228
745,0.000009607,8.86E-07,5.17E-07,0.00000147,1.93E-07,0.00002003,0.000002394,9.83E-07,2.64E-06,1.17E-06,2.39E-08,2.39E-06,2.11E-06,1.97E-06,1.81E-06,0.000001355,2.70E-06,9.48E-07,2.05E-06,0.00007955,0.000001237,0,3.18E-07,3.05E-05,1.62E-05,0,2.18E-06
746,0.000009449,1.04E-06,5.01E-07,0.000001479,2.01E-07,0.00002011,0.00000239,9.54E-07,2.63E-06,1.13E-06,2.23E-08,2.39E-06,2.04E-06,1.92E-06,1.79E-06,0.000001305,2.64E-06,9.51E-07,0.00000199,0.00008002,0.000001226,0,3.35E-07,3.05E-05,1.63E-05,0,0.000002133
747,0.000009294,1.15E-06,4.86E-07,0.000001491,1.95E-07,0.00002018,0.000002386,9.24E-07,2.64E-06,1.08E-06,8.35E-09,2.39E-06,1.96E-06,1.88E-06,1.68E-06,0.00000128,2.58E-06,9.73E-07,0.000001932,0.00008048,0.000001226,0,3.32E-07,0.00003059,1.64E-05,0,0.000002084
748,0.000009136,1.16E-06,4.75E-07,1.51E-06,1.58E-07,0.00002027,0.000002387,8.95E-07,2.72E-06,1.04E-06,4.05E-08,2.39E-06,1.88E-06,1.82E-06,1.61E-06,0.000001272,2.51E-06,0.000001,0.000001886,0.00008109,0.000001236,0,2.57E-07,3.07E-05,1.65E-05,0,0.000002045
749,0.000008974,1.04E-06,4.63E-07,1.56E-06,1.48E-07,0.00002035,2.42E-06,8.66E-07,2.61E-06,9.98E-07,2.67E-07,2.41E-06,1.80E-06,1.78E-06,1.61E-06,0.000001254,2.45E-06,0.000001008,0.000001844,8.17E-05,0.000001249,0,2.01E-07,0.00003074,1.65E-05,0,0.000002006
750,0.000008811,8.15E-07,4.52E-07,1.67E-06,1.80E-07,2.04E-05,0.00000243,8.37E-07,2.64E-06,9.55E-07,6.62E-07,2.43E-06,1.73E-06,1.74E-06,1.56E-06,0.000001262,2.40E-06,0.000001068,0.000001798,8.22E-05,0.000001259,0,2.04E-07,3.08E-05,1.65E-05,0,0.00000196
